Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Recommended,Verified,Word_Count,Review_Length,Average_Rating,Recommendation_Status,Verification_Status,Rating_Level,Date_Flown_Clean,Year,Month,Month_Name
Unknown,Premium Economy,Unknown,,5.0,5.0,4.0,1.0,,5.0,yes,no,176,953,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,5.0,1.0,,5.0,yes,no,169,919,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Premium Economy,Unknown,,4.0,4.0,3.0,3.0,,4.0,yes,no,97,566,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,1.0,5.0,5.0,5.0,,4.0,yes,no,20,109,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,3.0,2.0,1.0,1.0,,3.0,no,no,119,661,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,3.0,3.0,2.0,,4.0,no,no,205,1202,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,3.0,3.0,1.0,,4.0,yes,no,182,1054,2.8,Recommended,Not Verified,Low Rating,,,,
Unknown,First Class,Unknown,,5.0,5.0,5.0,5.0,,5.0,yes,no,41,257,5.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,4.0,3.0,5.0,,4.0,yes,no,239,1350,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,4.0,4.0,5.0,2.0,,3.0,yes,no,76,435,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,4.0,4.0,4.0,3.0,,5.0,yes,no,173,1027,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,2.0,3.0,2.0,4.0,,4.0,no,no,84,432,3.0,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,3.0,1.0,1.0,1.0,,3.0,no,no,149,801,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,4.0,3.0,1.0,,4.0,yes,no,69,386,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,3.0,3.0,2.0,1.0,,3.0,no,no,36,209,2.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,3.0,2.0,4.0,,4.0,no,no,149,805,3.0,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,3.0,1.0,1.0,1.0,,3.0,no,no,277,1561,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,4.0,3.0,1.0,,4.0,yes,no,52,285,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,3.0,3.0,2.0,1.0,,3.0,no,no,233,1307,2.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,4.0,4.0,4.0,,5.0,yes,no,81,442,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,5.0,5.0,,5.0,yes,no,173,975,5.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,1.0,4.0,4.0,4.0,,1.0,yes,no,174,908,2.8,Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,3.0,2.0,3.0,,3.0,yes,no,187,996,2.8,Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,5.0,4.0,,5.0,yes,no,60,323,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,5.0,5.0,,5.0,yes,no,109,639,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,4.0,2.0,,4.0,yes,no,256,1447,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,4.0,4.0,3.0,3.0,,4.0,yes,no,36,201,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,First Class,Unknown,,5.0,5.0,5.0,5.0,,5.0,yes,no,77,482,5.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,2.0,1.0,,2.0,no,no,104,577,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,4.0,2.0,2.0,,3.0,yes,no,38,251,2.8,Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,3.0,1.0,4.0,,3.0,yes,no,116,614,3.0,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,4.0,3.0,3.0,,4.0,yes,no,208,1147,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,4.0,3.0,,4.0,yes,no,145,846,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,1.0,5.0,2.0,1.0,,1.0,no,no,61,364,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,4.0,3.0,3.0,,3.0,yes,no,107,595,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,2.0,3.0,,2.0,no,no,88,430,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,4.0,1.0,,5.0,yes,no,264,1478,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,2.0,2.0,3.0,2.0,,3.0,no,no,189,1036,2.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,3.0,3.0,4.0,,2.0,no,no,104,562,3.0,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,3.0,2.0,1.0,5.0,,2.0,no,no,397,2093,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,First Class,Unknown,,1.0,4.0,2.0,2.0,,2.0,no,no,133,723,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,4.0,4.0,,5.0,yes,no,81,437,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,3.0,3.0,3.0,3.0,,4.0,yes,no,28,149,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,4.0,1.0,,4.0,yes,no,122,781,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Premium Economy,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,57,301,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,5.0,5.0,,5.0,yes,no,148,923,5.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,5.0,1.0,,5.0,yes,no,61,343,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Premium Economy,Unknown,,4.0,5.0,4.0,4.0,,5.0,yes,no,42,254,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,3.0,1.0,,5.0,yes,no,63,357,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,1.0,2.0,2.0,,2.0,no,no,316,1663,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,3.0,1.0,3.0,,2.0,no,no,271,1514,2.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,2.0,1.0,1.0,4.0,,3.0,no,no,125,732,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,1.0,1.0,1.0,,3.0,no,no,105,548,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,3.0,,4.0,yes,no,128,666,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,2.0,3.0,1.0,1.0,,2.0,no,no,238,1353,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,2.0,5.0,4.0,2.0,,4.0,yes,no,78,431,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,2.0,1.0,1.0,2.0,,2.0,no,no,188,1036,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,5.0,5.0,2.0,5.0,,5.0,yes,no,101,521,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,First Class,Unknown,,2.0,3.0,1.0,1.0,,3.0,no,no,180,991,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,4.0,3.0,,5.0,yes,no,99,599,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,2.0,1.0,1.0,,2.0,no,no,106,604,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,3.0,3.0,1.0,,3.0,no,no,75,424,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,3.0,4.0,2.0,,3.0,no,no,453,2409,3.0,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,4.0,1.0,2.0,1.0,,1.0,no,no,109,601,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,3.0,3.0,,3.0,yes,no,106,565,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,Premium Economy,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,62,337,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,2.0,2.0,2.0,,4.0,no,no,177,936,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,1.0,2.0,2.0,1.0,,1.0,no,no,198,1160,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,4.0,1.0,,4.0,yes,no,53,305,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,2.0,1.0,3.0,,2.0,no,no,131,688,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,5.0,5.0,,4.0,yes,no,271,1551,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,3.0,1.0,1.0,2.0,,1.0,no,no,160,796,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,1.0,2.0,3.0,,2.0,no,no,52,329,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,1.0,2.0,,1.0,no,no,256,1435,1.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,5.0,3.0,,5.0,yes,no,169,908,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,4.0,4.0,,4.0,yes,no,119,660,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,77,378,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,4.0,1.0,,4.0,yes,no,99,511,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,4.0,2.0,3.0,2.0,,3.0,no,no,67,390,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,4.0,4.0,4.0,,5.0,yes,no,122,647,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,3.0,,5.0,yes,no,108,638,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Premium Economy,Unknown,,4.0,5.0,4.0,4.0,,4.0,yes,no,198,1058,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,4.0,5.0,,5.0,yes,no,78,467,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,3.0,3.0,3.0,2.0,,2.0,no,no,81,439,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,2.0,1.0,2.0,,1.0,no,no,128,624,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,3.0,5.0,2.0,2.0,,4.0,yes,no,22,146,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,82,440,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,296,1614,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,2.0,3.0,3.0,,3.0,no,no,192,1034,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,4.0,5.0,,5.0,yes,no,39,210,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,2.0,3.0,1.0,1.0,,4.0,no,no,472,2682,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,2.0,1.0,2.0,,2.0,no,no,26,156,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,3.0,,,5.0,yes,no,93,492,4.5,Recommended,Not Verified,High Rating,,,,
Unknown,Premium Economy,Unknown,,3.0,4.0,1.0,1.0,,3.0,yes,no,223,1188,2.4,Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,3.0,4.0,1.0,,3.0,no,no,100,563,3.0,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,2.0,4.0,1.0,,1.0,no,no,325,1874,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,156,872,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,5.0,5.0,5.0,5.0,,5.0,yes,no,111,631,5.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,4.0,3.0,4.0,2.0,,3.0,yes,no,319,1819,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,Premium Economy,Unknown,,2.0,5.0,5.0,3.0,,2.0,yes,no,116,585,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,2.0,3.0,3.0,,3.0,no,no,247,1340,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,31,192,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,5.0,5.0,4.0,,5.0,yes,no,124,698,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,1.0,2.0,2.0,,4.0,yes,no,147,778,2.6,Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,5.0,2.0,,5.0,yes,no,58,320,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,3.0,1.0,,3.0,yes,no,107,554,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,2.0,4.0,2.0,4.0,,1.0,no,no,214,1159,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,2.0,1.0,3.0,,2.0,no,no,143,771,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,4.0,4.0,,4.0,yes,no,229,1418,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,449,2530,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,1.0,1.0,1.0,,2.0,no,no,32,188,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,1.0,2.0,1.0,2.0,,1.0,no,no,167,860,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,1.0,2.0,2.0,,1.0,no,no,357,1812,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,First Class,Unknown,,5.0,4.0,5.0,5.0,,3.0,yes,no,128,659,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,160,878,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,4.0,1.0,,3.0,yes,no,32,188,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,1.0,,5.0,yes,no,167,860,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,4.0,4.0,,4.0,yes,no,357,1812,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,128,659,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,1.0,1.0,1.0,,2.0,no,no,160,878,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,1.0,1.0,,3.0,no,no,39,206,2.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,154,808,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,4.0,4.0,2.0,,5.0,yes,no,211,1152,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,2.0,2.0,1.0,1.0,,2.0,no,no,111,585,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,2.0,1.0,2.0,,1.0,no,no,25,136,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,34,216,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,2.0,3.0,1.0,,1.0,no,no,80,505,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,2.0,5.0,,5.0,yes,no,362,1879,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,1.0,2.0,1.0,1.0,,1.0,no,no,140,770,1.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,5.0,4.0,2.0,,3.0,no,no,60,342,3.4,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,2.0,2.0,3.0,1.0,,4.0,no,no,271,1544,2.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,2.0,1.0,1.0,1.0,,2.0,no,no,163,909,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,2.0,3.0,3.0,1.0,,1.0,no,no,34,208,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,4.0,4.0,1.0,,3.0,yes,no,134,780,3.0,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,4.0,4.0,,4.0,yes,no,156,840,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,3.0,4.0,,4.0,yes,no,186,1011,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,4.0,1.0,,5.0,yes,no,247,1367,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,5.0,5.0,,4.0,yes,no,134,781,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,3.0,4.0,4.0,4.0,,3.0,yes,no,76,434,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,1.0,2.0,1.0,2.0,,2.0,no,no,102,585,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,5.0,5.0,,4.0,yes,no,180,913,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,4.0,4.0,4.0,4.0,,4.0,yes,no,60,363,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Premium Economy,Unknown,,3.0,1.0,1.0,2.0,,2.0,no,no,133,714,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,3.0,4.0,4.0,2.0,,3.0,yes,no,119,700,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,5.0,4.0,1.0,,4.0,yes,no,278,1455,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,3.0,4.0,,5.0,yes,no,435,2435,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,5.0,,5.0,yes,no,66,398,5.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,4.0,4.0,,3.0,yes,no,84,455,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,3.0,1.0,,5.0,yes,no,321,1724,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,3.0,3.0,1.0,,1.0,no,no,63,382,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,3.0,1.0,,4.0,yes,no,160,851,3.0,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,3.0,5.0,4.0,5.0,,4.0,yes,no,318,1754,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,2.0,1.0,1.0,,2.0,no,no,66,395,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,2.0,2.0,1.0,,2.0,no,no,75,420,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,4.0,4.0,,5.0,yes,no,101,562,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,3.0,1.0,,4.0,yes,no,36,187,3.0,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,3.0,4.0,,1.0,no,no,184,971,3.0,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,4.0,4.0,3.0,4.0,,4.0,yes,no,59,330,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,5.0,1.0,,5.0,yes,no,184,1106,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,5.0,5.0,3.0,,4.0,yes,no,362,2013,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,60,327,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,5.0,5.0,1.0,,5.0,yes,no,47,250,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,4.0,3.0,2.0,1.0,,4.0,no,no,62,383,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,5.0,1.0,1.0,,4.0,no,no,100,527,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,5.0,4.0,4.0,5.0,,5.0,yes,no,246,1167,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,5.0,,5.0,yes,no,104,541,5.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,4.0,5.0,,5.0,yes,no,162,874,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,2.0,3.0,3.0,3.0,,3.0,no,no,59,303,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,3.0,1.0,,5.0,yes,no,71,403,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,123,732,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,1.0,3.0,1.0,,1.0,no,no,268,1433,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,5.0,5.0,,4.0,yes,no,108,610,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,5.0,1.0,,5.0,yes,no,70,391,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,4.0,4.0,3.0,1.0,,5.0,yes,no,162,954,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,1.0,5.0,5.0,1.0,,1.0,no,no,67,411,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,2.0,1.0,1.0,2.0,,1.0,no,no,134,763,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,1.0,1.0,2.0,1.0,,1.0,no,no,111,619,1.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,3.0,3.0,3.0,,4.0,yes,no,189,987,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,1.0,2.0,2.0,3.0,,1.0,no,no,96,479,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,3.0,2.0,2.0,,3.0,no,no,87,467,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,4.0,3.0,4.0,3.0,,4.0,yes,no,166,849,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,1.0,4.0,1.0,2.0,,1.0,no,no,52,286,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,5.0,3.0,,4.0,yes,no,80,459,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,2.0,1.0,3.0,4.0,,4.0,no,no,264,1457,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,5.0,2.0,1.0,,4.0,yes,no,63,375,3.0,Recommended,Not Verified,Medium Rating,,,,
Unknown,Premium Economy,Unknown,,2.0,2.0,1.0,2.0,,1.0,no,no,205,1151,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,1.0,1.0,1.0,,2.0,no,no,192,1043,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,5.0,5.0,,5.0,yes,no,144,756,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,3.0,1.0,3.0,1.0,,3.0,no,no,163,916,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,1.0,2.0,1.0,1.0,,1.0,no,no,225,1257,1.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,4.0,5.0,4.0,4.0,,4.0,yes,no,122,664,4.2,Recommended,Not Verified,High Rating,,,,
